,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
206,1977,ARKONAM,K. SUBRAMANIAM,N,IND,M,1116,119208,74384,73525,0.6239849674518488,N
207,1977,SHOLINGHUR,S.J. RAMASWAMY,W,ADMK,M,25997,112141,68973,67995,0.6150560455141295,W
208,1977,SHOLINGHUR,K. MURTHI,N,DMK,M,20348,112141,68973,67995,0.6150560455141295,N
208,1977,SHOLINGHUR,K. MURTHI,N,DMK,M,20348,112141,68973,67995,0.6150560455141295,W
209,1977,SHOLINGHUR,C. RAJENDRAN,N,INC,M,9393,112141,68973,67995,0.6150560455141295,N
210,1977,SHOLINGHUR,S.S. SUNDARARAMAN,N,JNP,M,9266,112141,68973,67995,0.6150560455141295,N
210,1977,SHOLINGHUR,S.S. SUNDARARAMAN,N,JNP,M,9266,112141,68973,67995,0.6150560455141295,W
211,1977,SHOLINGHUR,S. THIYAGARAJAN,N,IND,M,1420,112141,68973,67995,0.6150560455141295,N
212,1977,SHOLINGHUR,A. KANTHAPPAN,N,IND,M,919,112141,68973,67995,0.6150560455141295,N
213,1977,SHOLINGHUR,G. MUNISAMY,N,IND,M,652,112141,68973,67995,0.6150560455141295,W
214,1977,RANIPET,DURAIMURUGAN,W,DMK,M,31940,118555,74645,73377,0.6296233815528658,N
215,1977,RANIPET,WAHAB K.A.,N,IND,M,16643,118555,74645,73377,0.6296233815528658,W
216,1977,RANIPET,A. SAMPATH NARASIMHAN,N,INC,M,14838,118555,74645,73377,0.6296233815528658,N
217,1977,RANIPET,ABDUL GAFFOR,N,JNP,M,7584,118555,74645,73377,0.6296233815528658,N
217,1977,RANIPET,ABDUL GAFFOR,N,JNP,M,7584,118555,74645,73377,0.6296233815528658,W
218,1977,RANIPET,M.A.K. SIDDIQUI,N,IND,M,1253,118555,74645,73377,0.6296233815528658,W
219,1977,RANIPET,D. ARUMUGAM,N,IND,M,862,118555,74645,73377,0.6296233815528658,N
220,1977,RANIPET,S.S. SUNDARARAMAN,N,IND,M,257,118555,74645,73377,0.6296233815528658,N
221,1977,ARCOT,K.J. UYYAKONDAN,W,ADMK,M,27193,108773,70141,69203,0.6448383330422072,N
221,1977,ARCOT,K.J. UYYAKONDAN,W,ADMK,M,27193,108773,70141,69203,0.6448383330422072,W
222,1977,ARCOT,N.R. ETHIRAJULU,N,JNP,M,16614,108773,70141,69203,0.6448383330422072,N
222,1977,ARCOT,N.R. ETHIRAJULU,N,JNP,M,16614,108773,70141,69203,0.6448383330422072,N
223,1977,ARCOT,P. JAYAVELU,N,DMK,M,16293,108773,70141,69203,0.6448383330422072,N
224,1977,ARCOT,K.R. MUNIRATHINAM,N,INC,M,6401,108773,70141,69203,0.6448383330422072,N
224,1977,ARCOT,K.R. MUNIRATHINAM,N,INC,M,6401,108773,70141,69203,0.6448383330422072,N
225,1977,ARCOT,M. PARAMESHWARAN,N,IND,M,2702,108773,70141,69203,0.6448383330422072,N
226,1977,KATPADI,M.A. JAYAVELU,W,ADMK,M,26873,113689,71307,70389,0.6272110758296757,N
227,1977,KATPADI,SAMBASIVAM,N,DMK,M,22183,113689,71307,70389,0.6272110758296757,N
228,1977,KATPADI,K.P. NAVAKOTI,N,JNP,M,15683,113689,71307,70389,0.6272110758296757,N
229,1977,KATPADI,V.N.RATHINAM,N,INC,M,3114,113689,71307,70389,0.6272110758296757,N
230,1977,KATPADI,P. NATARAJAN,N,IND,M,1112,113689,71307,70389,0.6272110758296757,N
230,1977,KATPADI,P. NATARAJAN,N,IND,M,1112,113689,71307,70389,0.6272110758296757,N
231,1977,KATPADI,RAMASAMY ALIAS SHOZHAN,N,IND,M,878,113689,71307,70389,0.6272110758296757,N
232,1977,KATPADI,K. GOVINDARAJI,N,IND,M,546,113689,71307,70389,0.6272110758296757,W
233,1977,GUDIYATHAM,V.K. KOTHANDARAMAN,W,CPM,M,20590,106905,70693,69692,0.6612693512932043,N
234,1977,GUDIYATHAM,SOUNDARARAJULU NAIDU,N,JNP,M,18046,106905,70693,69692,0.6612693512932043,N
235,1977,GUDIYATHAM,R. GOVINDASAMY,N,INC,M,15753,106905,70693,69692,0.6612693512932043,N
236,1977,GUDIYATHAM,K.G. MUNIYAPPAN,N,DMK,M,12224,106905,70693,69692,0.6612693512932043,N
237,1977,GUDIYATHAM,K. MUNASAMY CHOUDARY,N,IND,M,1564,106905,70693,69692,0.6612693512932043,W
238,1977,GUDIYATHAM,D. RANGANATHAN,N,IND,M,879,106905,70693,69692,0.6612693512932043,N
239,1977,GUDIYATHAM,P.S. GHANESAN,N,IND,M,636,106905,70693,69692,0.6612693512932043,N
240,1977,PERNAMBUT,I. TAMILARSAN,W,ADMK,M,24536,103535,67013,65939,0.647249722316125,N
241,1977,PERNAMBUT,P. RAJAGOPAL,N,JNP,M,20873,103535,67013,65939,0.647249722316125,N
242,1977,PERNAMBUT,V. GOVINDAN,N,DMK,M,15862,103535,67013,65939,0.647249722316125,N
243,1977,PERNAMBUT,R.P. ULAGANAMBI,N,INC,M,3628,103535,67013,65939,0.647249722316125,N
243,1977,PERNAMBUT,R.P. ULAGANAMBI,N,INC,M,3628,103535,67013,65939,0.647249722316125,N
244,1977,PERNAMBUT,K. SAMAN,N,IND,M,1040,103535,67013,65939,0.647249722316125,N
245,1977,VANIAYAMBADI,M. ABDUL LATHEEF,W,IND,M,26620,109540,62983,62108,0.5749771772868358,N
245,1977,VANIAYAMBADI,M. ABDUL LATHEEF,W,IND,M,26620,109540,62983,62108,0.5749771772868358,N
246,1977,VANIAYAMBADI,R.SAMPANGHI,N,DMK,M,17886,109540,62983,62108,0.5749771772868358,N
247,1977,VANIAYAMBADI,ABDUL WAHID,N,JNP,M,10323,109540,62983,62108,0.5749771772868358,N
247,1977,VANIAYAMBADI,ABDUL WAHID,N,JNP,M,10323,109540,62983,62108,0.5749771772868358,N
248,1977,VANIAYAMBADI,A. VENKATESAN,N,INC,M,5698,109540,62983,62108,0.5749771772868358,N
249,1977,VANIAYAMBADI,N.K. ARUMUGAM,N,IND,M,1136,109540,62983,62108,0.5749771772868358,N
250,1977,VANIAYAMBADI,P. SAYEED AHMED,N,IND,M,357,109540,62983,62108,0.5749771772868358,N
250,1977,VANIAYAMBADI,P. SAYEED AHMED,N,IND,M,357,109540,62983,62108,0.5749771772868358,N
251,1977,VANIAYAMBADI,K. MD. MUSTAFA,N,IND,M,88,109540,62983,62108,0.5749771772868358,N
251,1977,VANIAYAMBADI,K. MD. MUSTAFA,N,IND,M,88,109540,62983,62108,0.5749771772868358,N
252,1977,NATRAMPALLI,T. AMBAZHAGAN,W,ADMK,M,31015,117533,70778,69800,0.6021968298265168,N
253,1977,NATRAMPALLI,M. MARAPPAN,N,DMK,M,14960,117533,70778,69800,0.6021968298265168,N
254,1977,NATRAMPALLI,R.V. LAKSHMIPATHY GOUNDER,N,JNP,M,14294,117533,70778,69800,0.6021968298265168,N
255,1977,NATRAMPALLI,T.M. KANDASAMY GOUNDER,N,INC,M,6161,117533,70778,69800,0.6021968298265168,N
256,1977,NATRAMPALLI,L.K. KARIBEERA GOUNDER,N,IND,M,1432,117533,70778,69800,0.6021968298265168,N
257,1977,NATRAMPALLI,N. KRISHNAN,N,IND,M,788,117533,70778,69800,0.6021968298265168,N
257,1977,NATRAMPALLI,N. KRISHNAN,N,IND,M,788,117533,70778,69800,0.6021968298265168,N
258,1977,NATRAMPALLI,M. RAMASWAMI,N,IND,M,694,117533,70778,69800,0.6021968298265168,N
259,1977,NATRAMPALLI,S.S. SINGARAVELU,N,IND,M,456,117533,70778,69800,0.6021968298265168,N
259,1977,NATRAMPALLI,S.S. SINGARAVELU,N,IND,M,456,117533,70778,69800,0.6021968298265168,N
260,1977,TIRUPPATTUR,B.SUNDARAM,W,DMK,M,19855,118361,73877,72761,0.6241667441133482,N
261,1977,TIRUPPATTUR,K. JAYARAMAN,N,ADMK,M,18857,118361,73877,72761,0.6241667441133482,N
262,1977,TIRUPPATTUR,T.A. THATHA CHETTIAR,N,INC,M,16225,118361,73877,72761,0.6241667441133482,N
263,1977,TIRUPPATTUR,N. DAMODARAN,N,JNP,M,13786,118361,73877,72761,0.6241667441133482,N
263,1977,TIRUPPATTUR,N. DAMODARAN,N,JNP,M,13786,118361,73877,72761,0.6241667441133482,N
264,1977,TIRUPPATTUR,C. RAJI,N,IND,M,2194,118361,73877,72761,0.6241667441133482,W
265,1977,TIRUPPATTUR,T.C. THANGARAJ,N,IND,M,1641,118361,73877,72761,0.6241667441133482,N
265,1977,TIRUPPATTUR,T.C. THANGARAJ,N,IND,M,1641,118361,73877,72761,0.6241667441133482,N
266,1977,TIRUPPATTUR,R. JANAKIRAMAN,N,IND,M,203,118361,73877,72761,0.6241667441133482,N
267,1977,CHENGAM,T. SWAMIKANNU,W,ADMK,M,22789,96111,49928,49158,0.5194826814828688,N
268,1977,CHENGAM,N. POOSANAR,N,DMK,M,11877,96111,49928,49158,0.5194826814828688,N
269,1977,CHENGAM,P. ANBALAGAN,N,JNP,M,8094,96111,49928,49158,0.5194826814828688,N
270,1977,CHENGAM,D. RAJA,N,CPI,M,4492,96111,49928,49158,0.5194826814828688,N
271,1977,CHENGAM,P. DHANAPAL,N,IND,M,1478,96111,49928,49158,0.5194826814828688,N
272,1977,CHENGAM,A. JAYA ARUMUGAM,N,IND,F,317,96111,49928,49158,0.5194826814828688,N
273,1977,CHENGAM,K.V. ALLIMUTHU,N,IND,M,111,96111,49928,49158,0.5194826814828688,N
274,1977,THANDARAMBATTU,D. VENUGOPAL,W,DMK,M,28605,107350,76787,75263,0.7152957615277131,N
274,1977,THANDARAMBATTU,D. VENUGOPAL,W,DMK,M,28605,107350,76787,75263,0.7152957615277131,W
275,1977,THANDARAMBATTU,A. RAMALINGAM,N,ADMK,M,21661,107350,76787,75263,0.7152957615277131,N
276,1977,THANDARAMBATTU,M.A. PONNUSAMV REDDY,N,INC,M,18933,107350,76787,75263,0.7152957615277131,N
277,1977,THANDARAMBATTU,K. MUNUSAMY KANDAR,N,JNP,M,6064,107350,76787,75263,0.7152957615277131,N
278,1977,TIRUVANNAMALAI,P.U. SHANMUGAM,W,DMK,M,27148,117397,85629,84248,0.7293968329684745,W
278,1977,TIRUVANNAMALAI,P.U. SHANMUGAM,W,DMK,M,27148,117397,85629,84248,0.7293968329684745,W
279,1977,TIRUVANNAMALAI,D. PATTUSWAMY,N,INC,M,25786,117397,85629,84248,0.7293968329684745,N
280,1977,TIRUVANNAMALAI,K.R. VENKATESAN,N,ADMK,M,20525,117397,85629,84248,0.7293968329684745,N
280,1977,TIRUVANNAMALAI,K.R. VENKATESAN,N,ADMK,M,20525,117397,85629,84248,0.7293968329684745,W
281,1977,TIRUVANNAMALAI,P. THANDAVARAYAN,N,JNP,M,8689,117397,85629,84248,0.7293968329684745,N
282,1977,TIRUVANNAMALAI,A.R. SUGUNAPANDIAN,N,IND,M,2100,117397,85629,84248,0.7293968329684745,N
283,1977,KALASAPAKKAM,P.S. THIRUVENGADAM,W,DMK,M,26841,114750,77184,75851,0.6726274509803921,N
283,1977,KALASAPAKKAM,P.S. THIRUVENGADAM,W,DMK,M,26841,114750,77184,75851,0.6726274509803921,W
284,1977,KALASAPAKKAM,S. SUNDARESA UDAYAR,N,ADMK,M,25298,114750,77184,75851,0.6726274509803921,N
285,1977,KALASAPAKKAM,A. MANNANKATTI KANDAR,N,INC,M,16893,114750,77184,75851,0.6726274509803921,N
286,1977,KALASAPAKKAM,G. RAJAKUMAR,N,JNP,M,5591,114750,77184,75851,0.6726274509803921,N
287,1977,KALASAPAKKAM,N.C. MARIMUTHU,N,IND,M,1228,114750,77184,75851,0.6726274509803921,N
288,1977,POLUR,K.J. SUBRAMANIAN,W,ADMK,M,24631,107103,66649,65135,0.6222888247761501,N
289,1977,POLUR,S. MURUGAIYAN,N,DMK,M,21902,107103,66649,65135,0.6222888247761501,N
290,1977,POLUR,T.M. SUBRAMANIAN,N,JNP,M,11279,107103,66649,65135,0.6222888247761501,W
290,1977,POLUR,T.M. SUBRAMANIAN,N,JNP,M,11279,107103,66649,65135,0.6222888247761501,W
291,1977,POLUR,S.M. ANNAMALAI,N,INC,M,6373,107103,66649,65135,0.6222888247761501,N
291,1977,POLUR,S.M. ANNAMALAI,N,INC,M,6373,107103,66649,65135,0.6222888247761501,W
292,1977,POLUR,A.P. RAMACHANDRAN,N,IND,M,950,107103,66649,65135,0.6222888247761501,N
293,1977,ANAICUT,R. MARGABANDHU,W,ADMK,M,32731,110756,68272,67104,0.616418072158619,N
294,1977,ANAICUT,P.M. VASUDEVA REDDIAR,N,JNP,M,14146,110756,68272,67104,0.616418072158619,N
295,1977,ANAICUT,A.M. RAMALINGAM,N,DMK,M,13985,110756,68272,67104,0.616418072158619,N
296,1977,ANAICUT,T.K. VENKATESAN,N,INC,M,4427,110756,68272,67104,0.616418072158619,N
297,1977,ANAICUT,M. MOORTHY,N,IND,M,1091,110756,68272,67104,0.616418072158619,N
298,1977,ANAICUT,C. JAYAPALAN,N,IND,M,400,110756,68272,67104,0.616418072158619,N
299,1977,ANAICUT,S. THANGAVELU,N,IND,M,324,110756,68272,67104,0.616418072158619,N
300,1977,VELLORE,A.K. RANGANATHAN,W,ADMK,M,26590,130154,88017,87258,0.6762527467461622,N
301,1977,VELLORE,A.K. LALALAJPATHY,N,JNP,M,25758,130154,88017,87258,0.6762527467461622,N
302,1977,VELLORE,V.M. DEVARAJ,N,DMK,M,21229,130154,88017,87258,0.6762527467461622,N
303,1977,VELLORE,V. DAKSHINAMOORTHY,N,INC,M,12043,130154,88017,87258,0.6762527467461622,N
304,1977,VELLORE,G. MOORTHV,N,IND,M,1064,130154,88017,87258,0.6762527467461622,N
305,1977,VELLORE,M.S. TAJ MAHAMED,N,IND,M,306,130154,88017,87258,0.6762527467461622,N
306,1977,VELLORE,Y. DANIEL CAPTAIN,N,IND,M,268,130154,88017,87258,0.6762527467461622,N
307,1977,ARNI,V. ARJUNAN,W,ADMK,M,33925,111994,83198,81799,0.7428790828080075,N
308,1977,ARNI,E. SELYARASU,N,DMK,M,24703,111994,83198,81799,0.7428790828080075,N
308,1977,ARNI,E. SELYARASU,N,DMK,M,24703,111994,83198,81799,0.7428790828080075,W
309,1977,ARNI,M. THELLUR DHARUMARASAN,N,JNP,M,19448,111994,83198,81799,0.7428790828080075,N
310,1977,ARNI,R. SHANMUGAM,N,INC,M,2831,111994,83198,81799,0.7428790828080075,N
311,1977,ARNI,M.A. KHADER,N,IND,M,892,111994,83198,81799,0.7428790828080075,N
311,1977,ARNI,M.A. KHADER,N,IND,M,892,111994,83198,81799,0.7428790828080075,N
312,1977,CHEYYAR,PULAVAR GOVINDAN,W,DMK,M,33338,109131,78148,76930,0.7160935023045697,N
312,1977,CHEYYAR,PULAVAR GOVINDAN,W,DMK,M,33338,109131,78148,76930,0.7160935023045697,W
313,1977,CHEYYAR,K. SHANMUGHASUNDARAM,N,ADMK,M,21419,109131,78148,76930,0.7160935023045697,N
313,1977,CHEYYAR,K. SHANMUGHASUNDARAM,N,ADMK,M,21419,109131,78148,76930,0.7160935023045697,W
314,1977,CHEYYAR,M. BOOPALAN,N,JNP,M,14271,109131,78148,76930,0.7160935023045697,N
315,1977,CHEYYAR,M. KRISHNASWAMV,N,INC,M,5992,109131,78148,76930,0.7160935023045697,N
315,1977,CHEYYAR,M. KRISHNASWAMV,N,INC,M,5992,109131,78148,76930,0.7160935023045697,N
316,1977,CHEYYAR,C.M. PERUMALSAMI,N,IND,M,1174,109131,78148,76930,0.7160935023045697,N
317,1977,CHEYYAR,NARAYANAN,N,IND,M,502,109131,78148,76930,0.7160935023045697,N
318,1977,CHEYYAR,P.K. CHANDRAN,N,IND,M,234,109131,78148,76930,0.7160935023045697,N
319,1977,VANDAVASI,P. MUNUSWAMY,W,ADMK,M,28306,119981,69852,68862,0.5821921804285679,N
320,1977,VANDAVASI,C. KANNIAPPAN,N,DMK,M,26476,119981,69852,68862,0.5821921804285679,N
321,1977,VANDAVASI,A. KUMARASWAMY,N,JNP,M,10034,119981,69852,68862,0.5821921804285679,N
322,1977,VANDAVASI,M. SAMINATHAN,N,IND,M,2071,119981,69852,68862,0.5821921804285679,N
322,1977,VANDAVASI,M. SAMINATHAN,N,IND,M,2071,119981,69852,68862,0.5821921804285679,N
323,1977,VANDAVASI,A. ARUMUGAM,N,RPI,M,820,119981,69852,68862,0.5821921804285679,N
323,1977,VANDAVASI,A. ARUMUGAM,N,RPI,M,820,119981,69852,68862,0.5821921804285679,N
324,1977,VANDAVASI,S. MUTHULINGAM,N,IND,M,682,119981,69852,68862,0.5821921804285679,W
325,1977,VANDAVASI,A. MANOHARAN,N,IND,M,290,119981,69852,68862,0.5821921804285679,N
326,1977,VANDAVASI,V. RAJAGOPAL,N,IND,M,183,119981,69852,68862,0.5821921804285679,N
326,1977,VANDAVASI,V. RAJAGOPAL,N,IND,M,183,119981,69852,68862,0.5821921804285679,N
327,1977,PERANAMALLUR,P. CHANDRAN,W,ADMK,M,27860,117644,69817,68840,0.5934599299581789,N
328,1977,PERANAMALLUR,P. ETTAPPAN,N,DMK,M,19822,117644,69817,68840,0.5934599299581789,N
329,1977,PERANAMALLUR,D. SUBRAMANIAN,N,JNP,M,11685,117644,69817,68840,0.5934599299581789,N
330,1977,PERANAMALLUR,D. KRISHNASWAMY NAIDU,N,INC,M,7495,117644,69817,68840,0.5934599299581789,N
331,1977,PERANAMALLUR,A. JOHN XAVIER,N,IND,M,1813,117644,69817,68840,0.5934599299581789,N
332,1977,PERANAMALLUR,C.S. PADMANABHAN,N,IND,M,165,117644,69817,68840,0.5934599299581789,N
333,1977,MELMALAYANUR,P. THANGAVELU GOUNDER,W,ADMK,M,27673,112185,72340,71092,0.6448277398939252,N
334,1977,MELMALAYANUR,S. VIJAYARAGHAVAN,N,DMK,M,14110,112185,72340,71092,0.6448277398939252,N
334,1977,MELMALAYANUR,S. VIJAYARAGHAVAN,N,DMK,M,14110,112185,72340,71092,0.6448277398939252,W
335,1977,MELMALAYANUR,K. GOPALA GOUNDER,N,IND,M,12064,112185,72340,71092,0.6448277398939252,N
336,1977,MELMALAYANUR,N.V. AYYAKANNNU GOUNDER,N,JNP,M,6543,112185,72340,71092,0.6448277398939252,N
337,1977,MELMALAYANUR,M.A. KUTHAN,N,IND,M,5327,112185,72340,71092,0.6448277398939252,N
338,1977,MELMALAYANUR,R. MURUGESAN,N,CPI,M,1828,112185,72340,71092,0.6448277398939252,W
339,1977,MELMALAYANUR,A. SADAGOPAN,N,IND,M,1755,112185,72340,71092,0.6448277398939252,N
340,1977,MELMALAYANUR,H. KOTHANDAM,N,IND,M,988,112185,72340,71092,0.6448277398939252,N
341,1977,MELMALAYANUR,N. VINAYAGAM,N,IND,M,804,112185,72340,71092,0.6448277398939252,N
341,1977,MELMALAYANUR,N. VINAYAGAM,N,IND,M,804,112185,72340,71092,0.6448277398939252,N
342,1977,GINGEE,N. RAMACHANDRAN,W,DMK,M,26971,114821,75918,74644,0.6611856716105938,N
343,1977,GINGEE,G. KRISHNASWAMY,N,ADMK,M,23381,114821,75918,74644,0.6611856716105938,N
344,1977,GINGEE,V. MUNUSWAMY,N,INC,M,14186,114821,75918,74644,0.6611856716105938,N
344,1977,GINGEE,V. MUNUSWAMY,N,INC,M,14186,114821,75918,74644,0.6611856716105938,N
345,1977,GINGEE,C. SUBRAMANIA KOUNDER,N,JNP,M,6922,114821,75918,74644,0.6611856716105938,N
345,1977,GINGEE,C. SUBRAMANIA KOUNDER,N,JNP,M,6922,114821,75918,74644,0.6611856716105938,N
346,1977,GINGEE,S.P. KESAVAN,N,IND,M,1869,114821,75918,74644,0.6611856716105938,N
346,1977,GINGEE,S.P. KESAVAN,N,IND,M,1869,114821,75918,74644,0.6611856716105938,N
347,1977,GINGEE,K. LOGANATHAN,N,IND,M,741,114821,75918,74644,0.6611856716105938,W
348,1977,GINGEE,A.S. BASHEER,N,IND,M,574,114821,75918,74644,0.6611856716105938,N
349,1977,TINDIVANAM,T.R. ERAJARAM REDDY,W,INC,M,18990,101610,65134,64261,0.6410195846865466,W
349,1977,TINDIVANAM,T.R. ERAJARAM REDDY,W,INC,M,18990,101610,65134,64261,0.6410195846865466,N
350,1977,TINDIVANAM,R. RADHAKRISHNAN,N,JNP,M,17150,101610,65134,64261,0.6410195846865466,N
351,1977,TINDIVANAM,G. RAJARAM,N,ADMK,M,15117,101610,65134,64261,0.6410195846865466,N
351,1977,TINDIVANAM,G. RAJARAM,N,ADMK,M,15117,101610,65134,64261,0.6410195846865466,W
352,1977,TINDIVANAM,G. VENKATRAMAN,N,DMK,M,11958,101610,65134,64261,0.6410195846865466,N
353,1977,TINDIVANAM,P.M. RANGANATHAN,N,IND,M,1046,101610,65134,64261,0.6410195846865466,N
353,1977,TINDIVANAM,P.M. RANGANATHAN,N,IND,M,1046,101610,65134,64261,0.6410195846865466,N
354,1977,VANUR,M. PARAMASIVAM,W,DMK,M,21557,110777,63965,62817,0.5774213058667413,N
355,1977,VANUR,A. BOOPALAN,N,ADMK,M,19584,110777,63965,62817,0.5774213058667413,N
356,1977,VANUR,S. GANDHIDASS,N,INC,M,12621,110777,63965,62817,0.5774213058667413,N
357,1977,VANUR,A. PERUMAL,N,JNP,M,7862,110777,63965,62817,0.5774213058667413,N
358,1977,VANUR,A. ERUSAN,N,IND,M,861,110777,63965,62817,0.5774213058667413,N
359,1977,VANUR,ARULVARATHARAJAN,N,IND,M,332,110777,63965,62817,0.5774213058667413,N
359,1977,VANUR,ARULVARATHARAJAN,N,IND,M,332,110777,63965,62817,0.5774213058667413,N
360,1977,KANDAMANGALAM,M. KANNAN,W,ADMK,M,25403,115036,66846,65619,0.5810876595152822,W
361,1977,KANDAMANGALAM,S. ALAGAVELU,N,DMK,M,23349,115036,66846,65619,0.5810876595152822,N
362,1977,KANDAMANGALAM,V. DASARATHAN,N,JNP,M,10006,115036,66846,65619,0.5810876595152822,N
363,1977,KANDAMANGALAM,P. RANGASWAMY,N,CPI,M,3711,115036,66846,65619,0.5810876595152822,N
364,1977,KANDAMANGALAM,K. MUNIAN,N,IND,M,1769,115036,66846,65619,0.5810876595152822,N
365,1977,KANDAMANGALAM,M. RAMAN,N,IND,M,1381,115036,66846,65619,0.5810876595152822,N
366,1977,VILLUPURAM,P.KRISHNAN,W,ADMK,M,27882,117651,75029,73980,0.637725136207937,N
367,1977,VILLUPURAM,K.P. PALANIAPPAN,N,DMK,M,25183,117651,75029,73980,0.637725136207937,N
367,1977,VILLUPURAM,K.P. PALANIAPPAN,N,DMK,M,25183,117651,75029,73980,0.637725136207937,N
368,1977,VILLUPURAM,L. ATHIKESAVALU NAIDU,N,JNP,M,12161,117651,75029,73980,0.637725136207937,N
369,1977,VILLUPURAM,T. THIRUMAL,N,INC,M,8754,117651,75029,73980,0.637725136207937,N
369,1977,VILLUPURAM,T. THIRUMAL,N,INC,M,8754,117651,75029,73980,0.637725136207937,W
370,1977,MUGAIYUR,G. RANGOTHAMAN,W,ADMK,M,31531,108393,70314,68933,0.6486950264315962,N
371,1977,MUGAIYUR,M. SHANMUGAM,N,DMK,M,18248,108393,70314,68933,0.6486950264315962,N
372,1977,MUGAIYUR,P.G. KRISHNASWAMY,N,JNP,M,12012,108393,70314,68933,0.6486950264315962,N
373,1977,MUGAIYUR,G. JANAKIRAMAN,N,INC,M,4970,108393,70314,68933,0.6486950264315962,N
373,1977,MUGAIYUR,G. JANAKIRAMAN,N,INC,M,4970,108393,70314,68933,0.6486950264315962,W
374,1977,MUGAIYUR,I. ELUMALAI,N,IND,M,834,108393,70314,68933,0.6486950264315962,N
375,1977,MUGAIYUR,S. PANDURANGAN,N,IND,M,740,108393,70314,68933,0.6486950264315962,N
376,1977,MUGAIYUR,T.S. MOHAMAD USMAN,N,IND,M,598,108393,70314,68933,0.6486950264315962,N
377,1977,THIRUNAVALUR,L. ARUMUGAM,W,ADMK,M,24087,101702,70451,68897,0.6927199071797998,W
378,1977,THIRUNAVALUR,V. SUBRAMANIAN,N,DMK,M,19132,101702,70451,68897,0.6927199071797998,N
379,1977,THIRUNAVALUR,K. RAMAMOORTHI,N,INC,M,12257,101702,70451,68897,0.6927199071797998,N
380,1977,THIRUNAVALUR,C. LAKSHMINARAYANAN,N,JNP,M,7479,101702,70451,68897,0.6927199071797998,N
380,1977,THIRUNAVALUR,C. LAKSHMINARAYANAN,N,JNP,M,7479,101702,70451,68897,0.6927199071797998,W
381,1977,THIRUNAVALUR,A. YESADIAN,N,IND,M,3862,101702,70451,68897,0.6927199071797998,N
382,1977,THIRUNAVALUR,C. KRISHNASWAMY,N,IND,M,761,101702,70451,68897,0.6927199071797998,W
383,1977,THIRUNAVALUR,S.A. GOPALAKRISHNAN,N,IND,M,714,101702,70451,68897,0.6927199071797998,N
383,1977,THIRUNAVALUR,S.A. GOPALAKRISHNAN,N,IND,M,714,101702,70451,68897,0.6927199071797998,N
384,1977,THIRUNAVALUR,A. VEERASWAMY,N,IND,M,357,101702,70451,68897,0.6927199071797998,N
385,1977,THIRUNAVALUR,E. NARASIMHA NAIDU,N,IND,M,248,101702,70451,68897,0.6927199071797998,N
385,1977,THIRUNAVALUR,E. NARASIMHA NAIDU,N,IND,M,248,101702,70451,68897,0.6927199071797998,N
386,1977,ULUNDURPET,V. THULUKKANAM,W,DMK,M,26788,125137,72768,71058,0.5815066686911146,N
387,1977,ULUNDURPET,SATHIAWANI MUTHU,N,ADMK,F,19211,125137,72768,71058,0.5815066686911146,N
388,1977,ULUNDURPET,L. ELAYAPERUMAL,N,INC,M,17341,125137,72768,71058,0.5815066686911146,N
389,1977,ULUNDURPET,M. JAYARAMAN,N,JNP,M,3502,125137,72768,71058,0.5815066686911146,N
390,1977,ULUNDURPET,P. RAJU,N,IND,M,1805,125137,72768,71058,0.5815066686911146,N
391,1977,ULUNDURPET,M. KANDASAMY,N,IND,M,1668,125137,72768,71058,0.5815066686911146,N
392,1977,ULUNDURPET,M. S. ANBAIAH,N,IND,M,407,125137,72768,71058,0.5815066686911146,N
393,1977,ULUNDURPET,S. THANGAVELU,N,IND,M,336,125137,72768,71058,0.5815066686911146,N
394,1977,NELLIKUPPAM,C. GOVINDARAJAN,W,CPM,M,23077,106084,71711,70464,0.6759831831378907,N
395,1977,NELLIKUPPAM,V. KRISHNAMOORTHY,N,DMK,M,18260,106084,71711,70464,0.6759831831378907,N
396,1977,NELLIKUPPAM,S.L.KRISHNAMOORTHY,N,JNP,M,14217,106084,71711,70464,0.6759831831378907,N
397,1977,NELLIKUPPAM,K.G. KANDHAN,N,INC,M,9444,106084,71711,70464,0.6759831831378907,N
397,1977,NELLIKUPPAM,K.G. KANDHAN,N,INC,M,9444,106084,71711,70464,0.6759831831378907,W
398,1977,NELLIKUPPAM,N. V. JAYASEELAN,N,IND,M,5466,106084,71711,70464,0.6759831831378907,N
399,1977,CUDDALORE,K. ABDUL LATHEEF,W,ADMK,M,24107,126391,77455,76269,0.6128205331075789,N
400,1977,CUDDALORE,R. GOVINDARAJAN,N,DMK,M,22280,126391,77455,76269,0.6128205331075789,N
401,1977,CUDDALORE,P.R.S. VENKATESAN,N,JNP,M,20106,126391,77455,76269,0.6128205331075789,N
401,1977,CUDDALORE,P.R.S. VENKATESAN,N,JNP,M,20106,126391,77455,76269,0.6128205331075789,N
402,1977,CUDDALORE,M.VENKATESAN,N,INC,M,8387,126391,77455,76269,0.6128205331075789,N
403,1977,CUDDALORE,T.R. NARASIMHAN,N,IND,M,863,126391,77455,76269,0.6128205331075789,N
404,1977,CUDDALORE,N. NATARAJAN,N,IND,M,526,126391,77455,76269,0.6128205331075789,N
